Domain Name,Organization
mcbbutler.marines.mil,"Legal Assistance Office & Tax Center, LSSS-PAC, MCI-PAC"
mcbhawaii.marines.mil,Marine Corps Base Hawaii
mces.marines.mil,Marine Corps Engineer School
mcesg.marines.mil,Marine Corps Embassy Security Group
mcicom.marines.mil,MCICOM-Marine Corps Installation Command
mcieast.marines.mil,Marine Corps Installations East
mcipac.marines.mil,Marine Corps Installations Pacific
mciwest.marines.mil,Marine Corps Installations West
mcrc.marines.mil,12th Marine Corps District
mcrdpi.marines.mil,Marine Corps Recruit Depot Parris Island
mcrdsd.marines.mil,Marine Corps Recruit Depot San Diego
mcscg.marines.mil,Marine Corps Security Cooperation Group
mcsfr.marines.mil,Marine Corps Security Force Regiment
mcwl.marines.mil,Marine Corps Warfighting Laboratory
miramar.marines.mil,Station
newriver.marines.mil,Marine Corps Air Station New River
okinawa.marines.mil,III MEF/MCIPAC Consolidated Public Affairs Office
pendleton.marines.mil,Marine Corps Base Camp Pendleton
quantico.marines.mil,Headquarters and Service Battallion Marine Corps Base Quantico
ready.marines.mil,Marine Corps Installations Command
safety.marines.mil,CMC Safety Division
tecom.marines.mil,Field Medical Training Battalion-West
trngcmd.marines.mil,"Marine Corps Detachment Presidio of Monterey, MCCES, TECOM"
mc.mil,Military Commissions
mda.mil,Missile Defense Agency (MDA)
medicalmuseum.mil,National Museum of Health and Medicine (NMHM)
intranet.metc.mil,Unknown
milcloud.mil,Unknown
usaf-acq.platform.milcloud.mil,Unknown
militaryonesource.mil,Military OneSource
alt.militaryonesource.mil,Unknown
auth.alt.militaryonesource.mil,Unknown
sso.alt.militaryonesource.mil,Unknown
pre.apps.militaryonesource.mil,Unknown
auth.militaryonesource.mil,Unknown
pre.blog-brigade.militaryonesource.mil,Unknown
download.militaryonesource.mil,Unknown
pre.msepjobs.militaryonesource.mil,Unknown
myseco.militaryonesource.mil,Unknown
pre.militaryonesource.mil,Unknown
auth.pre.militaryonesource.mil,Unknown
sso.pre.militaryonesource.mil,Unknown
sso.militaryonesource.mil,Unknown
pre.sso.militaryonesource.mil,Unknown
uat.militaryonesource.mil,Unknown
auth.uat.militaryonesource.mil,Unknown
sso.uat.militaryonesource.mil,Unknown
militaryvoter.mil,Unknown
milsuite.mil,milSuite
move.mil,Defense Personal Property Program
amps.mpsa.mil,Unknown
msco.mil,Modeling and Simulation Coordination Office (M&S; CO)
embr.msco.mil,Unknown
mscatalog.msco.mil,Unknown
mstools.msco.mil,Unknown
svt.msco.mil,Unknown
vdt.msco.mil,Unknown
nationalguard.mil,National Guard
navy.mil,Navy
acquisition.navy.mil,"Director, Acquisition Career Management"
acu1.navy.mil,Assault Craft Unit ONE
adr.navy.mil,Department of the Navy Alternate Dispute Resolution
airtermnorva.navy.mil,Naval Air Terminal Norfolk
alabama.navy.mil,USS Alabama (SSBN 731)
alaska.navy.mil,USS Alaska (SSBN-732)
anchordesk.navy.mil,AnchorDesk
antietam.navy.mil,USS Antietam (CG-54)
anzio.navy.mil,USS Anzio (CG 68)
atgwp.navy.mil,"Afloat Training Group, Western Pacific"
atsugi.navy.mil,Carrier Airborne Early Warning Squadron ONE ONE FIVE (VAW-115)
awards.navy.mil,Navy Department Awards Web Service
bainbridge.navy.mil,USS Bainbridge (DDG-96)
bataan.navy.mil,USS Bataan (LHD-5)
blue-ridge.navy.mil,USS Blue Ridge (LCC-19)
blueangels.navy.mil,Navy Blue Angels
pcedvr.bol.navy.mil,Unknown
wepp.bol.navy.mil,Unknown
bracpmo.navy.mil,"Naval Station Pascagoula, Miss."
bulkeley.navy.mil,USS Bulkeley (DDG-84)
cable.navy.mil,USS Frank Cable (AS-40)
carter-hall.navy.mil,USS Carter Hall (LSD-50)
ccsg11.navy.mil,"Commander, Carrier Strike Group Eleven"
ccsg9.navy.mil,"Commander, Carrier Strike Group Nine"
cds21.navy.mil,Commander Destroyer Squadron TWO ONE
cds7.navy.mil,Commander Destroyer Squadron SEVEN (COMDESRON 7)
cds9.navy.mil,COMDESRON NINE
cffc.navy.mil,U.S. Fleet Forces
chips.navy.mil,CHIPS Magazine
chosin.navy.mil,USS Chosin (CG-65)
chscwl.navy.mil,"Commander, Helicopter Sea Combat Wing Atlantic"
churchill.navy.mil,USS Winston S. Churchill (DDG-81)
cleveland.navy.mil,USS Cleveland (LPD-7)
clwp.navy.mil,Commander Logistics Group Western Pacific
cmwc.navy.mil,Commander Mine Warfare Command (COMINEWARCOM)
cnatra.navy.mil,MATSG-22
advancement.cnet.navy.mil,Navy Advancement Center
sas.cnet.navy.mil,NETC-ES Shared Authentication Services (SAS)
sasdv.cnet.navy.mil,Unknown
cnfj.navy.mil,"Commander, US Naval Forces, Japan"
cnfk.navy.mil,"Commander, Fleet Activities Chinhae Korea"
cnic.navy.mil,"Commander, Navy Installations Command (CNIC)"
militarychildcare.cnic.navy.mil,Unknown
cnrc.navy.mil,Naval Orientation and Recruiting Unit
onlineapp.cnrc.navy.mil,Unknown
cole.navy.mil,USS Cole (DDG-67)
comnavelsg.navy.mil,Navy Cargo Handling Battalion TWELVE
comomag.navy.mil,Commander Mobile Mine Assembly Group (COMOMAG)
cook.navy.mil,USS Donald Cook (DDG-75)
cool.navy.mil,Navy COOL
cowpens.navy.mil,USS Cowpens (CG-63)
cpf.navy.mil,U.S. Pacific Fleet
cpr1.navy.mil,"Commander, Amphibious Squadron ONE"
cpr11.navy.mil,"Commander, Amphibious Squadron ELEVEN"
cpr3.navy.mil,Amphibious Squadron THREE
cprf7f5f.navy.mil,"Commander, Patrol and Reconnaissance Force Seventh Fleet, Fifth Fleet"
cprw11.navy.mil,"Commander, Patrol and Reconnaissance Wing ELEVEN"
cprw2.navy.mil,"Commander, Patrol and Reconnaissance Wing TWO"
crane.navy.mil,"Naval Surface Warfare Center, Crane Division"
peos.crane.navy.mil,PEO Surface Strike
peoships.crane.navy.mil,DDG-1000
csg9.navy.mil,COMSUBGRU-9
csp.navy.mil,Commander Submarine Force U.S. Pacific fleet
css11.navy.mil,USS Helena (SSN-725)
ctf74.navy.mil,Commander Submarine Group 7 - Commander Task Force 54 - Commander Task Force 74
ctf76.navy.mil,Amphibious Force Seventh Fleet Website
cusnc.navy.mil,US Naval Forces Central Command - US Fifth Fleet
cvn70.navy.mil,USS Carl Vinson (CVN 70)
cvn74.navy.mil,USS John C. Stennis (CVN-74)
decatur.navy.mil,USS Decatur (DDG-73)
desron15.navy.mil,"Commander, Destroyer Squadron Fifteen (CDS-15)"
dewey.navy.mil,USS Dewey (DDG-105)
doncio.navy.mil,Department of the Navy Chief Information Officer
donhq.navy.mil,"Research, Development and Acquisition"
secnavportal.donhq.navy.mil,Installations and Environment
donhr.navy.mil,Civilian Federal Careers
chart.donhr.navy.mil,Civilain Career Development
boats.dt.navy.mil,Unknown
dubuque.navy.mil,USS Dubuque (LPD-8)
eisenhower.navy.mil,USS Dwight D. Eisenhower (CVN-69)
enterprise.navy.mil,USS Enterprise (CVN-65)
enviro-navair.navy.mil,NAVAIR Environmental Team
eod.navy.mil,COMEODGRU ONE
eodmu5.navy.mil,Explosive Ordnance Disposal Mobile Unit (EODMU) FIVE
qa-mw.erp.navy.mil,Unknown
essex.navy.mil,USS Essex (LHD-2)
ethics.navy.mil,Department of the Navy Ethics Compass
webvpn.eu.navy.mil,Unknown
facsfacjax.navy.mil,"Fleet Area Control and Surveillance Facility, Jacksonville, FL"
facsfacsd.navy.mil,"FACSFAC San Diego, CA"
gw.ffc.navy.mil,USS George Washington (CVN-73)
fitzgerald.navy.mil,USS Fitzgerald (DDG 62)
fnmoc.navy.mil,"Meteorology and Oceanography Center, Navy Fleet Numerical"
bft.fnmoc.navy.mil,Unknown
bftd.fnmoc.navy.mil,Unknown
bftn.fnmoc.navy.mil,Unknown
nesso.fnmoc.navy.mil,Unknown
nesso-alpha.fnmoc.navy.mil,Unknown
nesso-beta.fnmoc.navy.mil,Unknown
portal.fnmoc.navy.mil,Unknown
portal-alpha.fnmoc.navy.mil,Unknown
portal-beta.fnmoc.navy.mil,Unknown
weather.fnmoc.navy.mil,Unknown
weather-alpha.fnmoc.navy.mil,Unknown
weather-beta.fnmoc.navy.mil,Unknown
ford.navy.mil,USS Ford (FFG-54)
fort-mchenry.navy.mil,USS Fort McHenry (LSD-43)
gary.navy.mil,USS Gary (FFG-51)
georgia.navy.mil,USS Georgia (SSGN 729)
germantown.navy.mil,USS Germantown (LSD-42)
gettysburg.navy.mil,USS Gettysburg (CG-64)
harpers-ferry.navy.mil,USS Harpers Ferry (LSD-49)
higgins.navy.mil,USS Higgins (DDG-76)
history.navy.mil,Naval History & Heritage Command
author.history.navy.mil,Unknown
authorqa.history.navy.mil,Unknown
hm14.navy.mil,Helicopter Mine Countermeasures Squadron FOURTEEN (HM-14)
hopper.navy.mil,USS Hopper (DDG-70)
houston.navy.mil,USS Houston (SSN 713)
howard.navy.mil,USS Howard DDG 83
hq.navy.mil,Manpower and Reserve Affairs
finance.hq.navy.mil,Financial Management and Comptroller
hrojax.navy.mil,"Human Resources Office, Jacksonville, FL"
hronorfolk.navy.mil,"Human Resources Office, Norfolk"
hs11.navy.mil,Helicopter Anti-Submarine Squadron ELEVEN (HS-11)
hs7.navy.mil,Helicopter Anti-Submarine Squadron SEVEN (HS-7)
hsc25.navy.mil,Helicopter Sea Combat Squadron TWENTY FIVE (HSC-25)
hsc26.navy.mil,Helicopter Sea Combat Squadron TWO SIX (HSC-26)
hsc28.navy.mil,Helicopter Sea Combat Squadron TWO EIGHT (HSC-28)
hscwsl.navy.mil,Helicopter Sea Combat Weapons School Atlantic
hsl40.navy.mil,Helicopter Anti-Submarine Squadron Light FOUR ZERO (HSL-40)
hsl42.navy.mil,Helicopter Anti-Submarine Squadron Light FOUR TWO (HSL-42)
hsl46.navy.mil,Helicopter Anti-Submarine Squadron Light FOUR SIX (HSL-46)
hsl49.navy.mil,Helicopter Anti-Submarine Squadron Light FOUR NINE (HSL-49)
hue-city.navy.mil,USS Hue City (CG-66)
ig.navy.mil,Naval Inspector General
infosec.navy.mil,Navy INFOSEC Website (CAC required)
it-umbrella.navy.mil,Connecting Technology
iwo-jima.navy.mil,USS Iwo Jima (LHD-7)
jackson.navy.mil,USS Henry M. Jackson (SSBN 730)
jag.navy.mil,Navy Judge Advocate General Office
uat.jag.navy.mil,Unknown
kearsarge.navy.mil,USS Kearsarge (LHD-3)
kentucky.navy.mil,USS Kentucky (SSBN 737)
laboon.navy.mil,USS Laboon (DDG 58)
lake-champlain.navy.mil,USS Lake Champlain (CG-57)
lake-erie.navy.mil,USS Lake Erie (CG-70)
lassen.navy.mil,USS Lassen (DDG-82)
lhd6.navy.mil,USS Bonhomme Richard (LHD-6)
louisiana.navy.mil,USS Louisiana (SSN 743)
mahan.navy.mil,USS Mahan (DDG-72)
maine.navy.mil,USS Maine (SSBN 741)
mason.navy.mil,USS Mason (DDG 87)
mccain.navy.mil,USS John S. McCain (DDG-56)
mccampbell.navy.mil,USS McCampbell (DDG-85)
mcfaul.navy.mil,USS McFaul (DDG-74)
med.navy.mil,Naval Hospital Jacksonville website
1es.med.navy.mil,Unknown
admin.med.navy.mil,Unknown
bethesda.med.navy.mil,National Naval Medical Center
bmed.med.navy.mil,Unknown
es.med.navy.mil,Unknown
esportal.med.navy.mil,Unknown
jmesp.med.navy.mil,Unknown
my.med.navy.mil,Unknown
navmedmpte.med.navy.mil,"Naval School of Health Sciences, Norfolk, VA"
nepmu6.med.navy.mil,Navy Environmental and Preventive Medicine Unit SIX
nh-bremerton.med.navy.mil,Unknown
nhchasn.med.navy.mil,"Naval Hospital, Charleston SC"
nhcne.med.navy.mil,Naval Health Care New England
nhso.med.navy.mil,Naval Healthcare Support Office
nhyoko.med.navy.mil,"Naval Hospital, Yokosuka, Japan"
help.nmcp.med.navy.mil,Unknown
nmissa.med.navy.mil,Unknown
sift.nmotc.med.navy.mil,Unknown
nmpdcstudent.med.navy.mil,Unknown
nomi.med.navy.mil,Naval Operational Medicine Institute
apps2.nomi.med.navy.mil,Unknown
rooseyroads.med.navy.mil,Naval Hospital Roosevelt Roads
usnhguam.med.navy.mil,Naval Hospital Guam
www-nehc.med.navy.mil,Navy Environmental Health Center
www-nmcp.med.navy.mil,"Naval Medical Center Portsmouth, VA"
www-nmlc.med.navy.mil,Naval Medical Logistics Command
mesa-verde.navy.mil,USS Mesa Verde LPD 19
id.metnet.navy.mil,Unknown
svn.metnet.navy.mil,Unknown
meyer.navy.mil,USS Meyer (DDG-108)
michigan.navy.mil,USS Michigan (SSGN 727)
milius.navy.mil,USS Milius (DDG 69)
mitscher.navy.mil,USS Mitscher (DDG-57)
mobile-bay.navy.mil,USS Mobile Bay (CG 53)
momsen.navy.mil,USS Momsen (DDG 92)
monterey.navy.mil,USS Monterey (CG 61)
msc.navy.mil,Military Sealift Command
mtwhitney.navy.mil,USS Mount Whitney (LCC/JCC-20)
mustin.navy.mil,USS Mustin (DDG-89)
navair.navy.mil,Naval Air Systems Command
cmis.navair.navy.mil,Unknown
elis.navair.navy.mil,Unknown
gosnet.navair.navy.mil,Unknown
its.navair.navy.mil,Unknown
itstest.navair.navy.mil,Unknown
jswag.navair.navy.mil,Unknown
measure.navair.navy.mil,Unknown
measuredev.navair.navy.mil,Unknown
mfs.navair.navy.mil,Unknown
mynatec.navair.navy.mil,Unknown
mynatecjtdi.navair.navy.mil,Unknown
mynatecws.navair.navy.mil,Unknown
mynavair.navair.navy.mil,Unknown
mynavairstaging.navair.navy.mil,Unknown
nateu.navair.navy.mil,Unknown
navaircat.navair.navy.mil,Unknown
navairu.navair.navy.mil,Unknown
navidasreports.navair.navy.mil,Unknown
navpass.navair.navy.mil,Unknown
nhd.navair.navy.mil,Unknown
obligations.navair.navy.mil,Unknown
performadex.navair.navy.mil,Unknown
pma260.navair.navy.mil,Unknown
pma261.navair.navy.mil,Unknown
pma273.navair.navy.mil,Unknown
prdwebserv5.navair.navy.mil,Unknown
ram.navair.navy.mil,Unknown
ramtrain.navair.navy.mil,Unknown
sharetsd.navair.navy.mil,Unknown
survey.navair.navy.mil,Unknown
tfrtools.navair.navy.mil,Unknown
webbpa.navair.navy.mil,Unknown
webservices.navair.navy.mil,Unknown
wms.navair.navy.mil,Unknown
wmscs.navair.navy.mil,Unknown
wmstest.navair.navy.mil,Unknown
navfac.navy.mil,Naval Facilities Engineering Command (NAVFAC)
infraocs.navfac.navy.mil,Unknown
locks.navfac.navy.mil,Unknown
portal.navfac.navy.mil,Naval Ocean Facilities Program
smallbusiness.navfac.navy.mil,Unknown
navidas.navy.mil,Unknown
reports.navidas.navy.mil,Unknown
navmetoccom.navy.mil,Naval Meteorology and Oceanography Command
navo.navy.mil,"Naval Oceanographic Office (NAVOCEANO), Stennis Space Center MS"
navsea.navy.mil,Naval Surface Warfare Center Panama City Division
cdms.navsea.navy.mil,Unknown
nossa.navsea.navy.mil,Naval Ordnance Safety and Security Activity (NOSSA/SEA-00VW)
intranet.nossa.navsea.navy.mil,Unknown
wise.navseadn.navy.mil,Unknown
navsup.navy.mil,DON Consolidated Card Program Management Division (CCPMD)
navyband.navy.mil,"Navy Band (Washington, DC)"
navycollege.navy.mil,Navy College Program
navyenterprise.navy.mil,Navy Enterprise
navyfamily.navy.mil,Affected Navy Family Assistance
nfda.navyfamily.navy.mil,Unknown
pki.navyfamily.navy.mil,Unknown
navyreading.navy.mil,Navy Professional Reading Program
navyreserve.navy.mil,Navy Reserve
navysecurity.navy.mil,"CNO, Information and Personnel Security Programs N09N2"
ncca.navy.mil,Naval Center for Cost Analysis
ncis.navy.mil,Naval Criminal Investigative Service
legacyowa.ncis.navy.mil,Unknown
webmail.ncis.navy.mil,Unknown
ncmo.navy.mil,Unknown
nctamslant.navy.mil,"Naval Computer and Telecommunications Area Master Station LANT, DET Pensacola, FL"
nctamspac.navy.mil,Naval Computer and Telecommunications Area Master Station Pacific Detachment Puget Sound
nctsfe.navy.mil,"Naval Computer and Telecommunications Station, Far East, Yokosuka, Japan"
nctsjax.navy.mil,"Naval Computer and Telecommunications Station, Jacksonville, FL"
nctssd.navy.mil,"Naval Computer and Telecommunications Station, San Diego CA"
near.navy.mil,Unknown
nebraska.navy.mil,USS Nebraska (SSBN 739)
necc.navy.mil,Consolidated Divers Unit
netc.navy.mil,Center for Seabees and Facilities Engineering
edmz-pcola-ctx.netc.navy.mil,Unknown
pcola-ctx.netc.navy.mil,Unknown
www1.netc.navy.mil,Naval Service Training Command
netwarcom.navy.mil,Naval Network Warfare Command
nevada.navy.mil,USS Nevada (SSBN 733)
new-orleans.navy.mil,USS New Orleans (LPD 18)
nimitz.navy.mil,USS Nimitz (CVN-68)
nioc-norfolk.navy.mil,Navy Information Operations Command - Norfolk
niocmd.navy.mil,Navy Information Operations Command - Maryland
niocmisawa.navy.mil,"Naval Security Group Activity, Misawa, Japan"
niocpns.navy.mil,"Human Resources Office, Pensacola, FL"
niocsd.navy.mil,Navy Information Operations Command - San Diego
niodgroton.navy.mil,Naval Security Group Activity Groton
nipo.navy.mil,Navy International Programs Office
nko.navy.mil,Navy Knowledge Online
awsts.ahf.nmci.navy.mil,Airborne Mine Countermeasures Weapon Systems Training School
cacclw.ahf.nmci.navy.mil,Fleet Logistics Support Squadron Three Zero (VRC-30)
cvw-14.ahf.nmci.navy.mil,Carrier Air Wing FOURTEEN
cvw-9.ahf.nmci.navy.mil,Carrier Air Wing NINE
ewtglant.ahf.nmci.navy.mil,"Expeditionary Warfare Training Group, Atlantic"
ewtgpac.ahf.nmci.navy.mil,"Expeditionary Warfare Training Group, Pacific"
naswi.ahf.nmci.navy.mil,"Naval Air Station, Whidbey Island, WA"
surfwarmag.ahf.nmci.navy.mil,Surface Warfare
vaq-129.ahf.nmci.navy.mil,Electronic Attack Squadron ONE TWO NINE (VAQ-129)
vaq-134.ahf.nmci.navy.mil,Electronic Attack Squadron ONE THREE FOUR (VAQ-134)
vaq-139.ahf.nmci.navy.mil,Electronic Attack Squadron ONE THREE NINE (VAQ-139)
vaq131.ahf.nmci.navy.mil,Electronic Attack Squadron ONE THREE ONE (VAQ-131)
vaq135.ahf.nmci.navy.mil,Electronic Attack Squadron ONE THREE FIVE (VAQ-135)
vaq137.ahf.nmci.navy.mil,Electronic Attack Squadron ONE THREE SEVEN (VAQ-137)
vaq138.ahf.nmci.navy.mil,Electronic Attack Squadron ONE THREE EIGHT (VAQ-138)
vp-40.ahf.nmci.navy.mil,Patrol Squadron FORTY (VP-40)
vp1.ahf.nmci.navy.mil,Patrol Squadron ONE (VP-1)
vp46.ahf.nmci.navy.mil,Patrol Squadron FORTY SIX (VP-46)
vq-1.ahf.nmci.navy.mil,Fleet Air Reconnaissance Squadron ONE (VQ-1)
vq-2.ahf.nmci.navy.mil,Fleet Air Reconnaissance Squadron TWO (VQ-2)
webslatest1.ahf.nmci.navy.mil,Unknown
iraps.nmci.navy.mil,Unknown
itsmweb.ndcsd.nmci.navy.mil,Unknown
itsmwebqa.ndcsd.nmci.navy.mil,Unknown
servicedesk.ndcsd.nmci.navy.mil,Unknown
nossa.nmci.navy.mil,Unknown
nsipsprod.nmci.navy.mil,Navy Standard Integrated Personnel System (NSIPS)
prisms.nmci.navy.mil,Unknown
pzal.nmci.navy.mil,Unknown
remote-ncis.nmci.navy.mil,Unknown
supportweb.sscno.nmci.navy.mil,Unknown
supportwebqa.sscno.nmci.navy.mil,Unknown
sslnorfolk.nmci.navy.mil,Unknown
sslsandiego.nmci.navy.mil,Unknown
webmail.nmci.navy.mil,Unknown
nmso.navy.mil,Navy Modeling and Simulation Management Office (NAVMSMO)
www2.nmso.navy.mil,Unknown
nnic.navy.mil,Unknown
normandy.navy.mil,USS Normandy (CG 60)
npc.navy.mil,Shift Colors-Navy Retiree Newsletter
nprst.navy.mil,"Navy Personnel Research, Studies, and Technology"
nps.navy.mil,Defense Resources Management Institute
nrl.navy.mil,Naval Center for Space Technology
chemistry.nrl.navy.mil,SECNAV Safety & Survivability
ieapp.cmf.nrl.navy.mil,Unknown
mapserver.cmf.nrl.navy.mil,Unknown
mapserver1.cmf.nrl.navy.mil,Unknown
mapserver2.cmf.nrl.navy.mil,Unknown
mapserver3.cmf.nrl.navy.mil,Unknown
mapserver4.cmf.nrl.navy.mil,Unknown
code8100.nrl.navy.mil,Unknown
creme96.nrl.navy.mil,Unknown
donst.nrl.navy.mil,Unknown
edison.nrl.navy.mil,Unknown
hroapp.nrl.navy.mil,Unknown
hroweb.nrl.navy.mil,Unknown
library.nrl.navy.mil,Unknown
in.library.nrl.navy.mil,Unknown
tn.library.nrl.navy.mil,Unknown
public-redirect.nrl.navy.mil,Unknown
simdis.nrl.navy.mil,Unknown
torpedo.nrl.navy.mil,Unknown
boats.nswccd.navy.mil,Unknown
ntip.navy.mil,Naval Treaty Implementation Program
nuwc.navy.mil,Naval Undersea Warfare Center
npt.nuwc.navy.mil,Atlantic Undersea Test and Evaluation Center
nvr.navy.mil,Naval Vessel Register
nwc.navy.mil,"Chief of Naval Operations, Strategic Studies Group"
o-kane.navy.mil,USS O'Kane (DDG-77)
oceanographer.navy.mil,Navigator of the Navy
nepoc.oceanography.navy.mil,Unknown
nepoc-alpha.oceanography.navy.mil,Unknown
nepoc-beta.oceanography.navy.mil,Unknown
ogc.navy.mil,Department of the Navy Office of the General Counsel
ohio.navy.mil,USS Ohio (SSGN 726)
onr.navy.mil,Office of Naval Research
adminweb.onr.navy.mil,Unknown
external.onr.navy.mil,Unknown
extranet.onr.navy.mil,Unknown
myextranet.onr.navy.mil,Unknown
onrexsrvr02.onr.navy.mil,Unknown
onrexsrvr09.onr.navy.mil,Unknown
onrexsrvr30.onr.navy.mil,Unknown
onrhqsecure.onr.navy.mil,Unknown
onronline.onr.navy.mil,Unknown
onroutside.onr.navy.mil,Unknown
payweb.onr.navy.mil,Unknown
promis-training.onr.navy.mil,Unknown
secure.onr.navy.mil,Unknown
secureprod.onr.navy.mil,Unknown
oscar-austin.navy.mil,USS Oscar-Austin (DDG-79)
patriot.navy.mil,USS Patriot (MCM-7)
paul-hamilton.navy.mil,USS Paul Hamilton DDG-60
pennsylvania.navy.mil,USS Pennsylvania (SSBN 735)
pinckney.navy.mil,USS Pinckney (DDG 91)
pmses.navy.mil,Unknown
ponce.navy.mil,USS Ponce (LPD-15)
port-royal.navy.mil,USS Port Royal (CG 73)
portal.navy.mil,Unknown
inavy.accessrequest.portal.navy.mil,Unknown
arc.portal.navy.mil,Unknown
cpf.portal.navy.mil,Unknown
fcc-c10f.portal.navy.mil,Unknown
mpte.portal.navy.mil,Unknown
opnav.portal.navy.mil,Unknown
usff.portal.navy.mil,Unknown
preble.navy.mil,USS Preble (DDG 88)
preproduction-ncmo.navy.mil,Unknown
preproduction-nnic.navy.mil,Unknown
princeton.navy.mil,USS Princeton (CG-59)
promis.navy.mil,Unknown
public.navy.mil,Department of Defense Executive Agent for Maritime Domain Awareness
q-70.navy.mil,Unknown
q70.navy.mil,Unknown
ramage.navy.mil,USS Ramage (DDG-61)
ready.navy.mil,Ready Navy
reagan.navy.mil,USS Ronald Reagan (CVN-76)
ross.navy.mil,USS Ross (DDG-71)
rushmore.navy.mil,USS Rushmore (LSD-47)
russell.navy.mil,USS Russell (DDG-59)
safetycenter.navy.mil,Approach Magazine
salts.navy.mil,Streamlined Automated Logistics Transmission System (SALTS) Project
web.salts.navy.mil,Unknown
san-antonio.navy.mil,USS San Antonio (LPD 17)
sanjacinto.navy.mil,USS San Jacinto (CG-56)
seabee.navy.mil,1st Naval Construction Division
sealchallenge.navy.mil,SEAL Recruiting
secnav.navy.mil,SES Biographies
secondfleet.navy.mil,U.S. Second Fleet - NATO Stirking Fleet Atlantic
sentry.navy.mil,USS Sentry (MCM-3)
shiloh.navy.mil,USS Shiloh (CG-67)
simpson.navy.mil,USS Simpson (FFG-56)
spawar.navy.mil,INSURV - Board Of Inspection And Survey
bobcat.spawar.navy.mil,Universal Radar Moving Target Transponder (URMTT)
enterprise.spawar.navy.mil,"Space and Naval Warfare Systems Center Charleston, SC"
isea.spawar.navy.mil,Unknown
jobs.spawar.navy.mil,Unknown
pkireg.spawar.navy.mil,Unknown
cocom.sd.spawar.navy.mil,Unknown
cocomcac.sd.spawar.navy.mil,Unknown
ir-registration.sd.spawar.navy.mil,Unknown
paasdb.sd.spawar.navy.mil,Unknown
paaspublictest.sd.spawar.navy.mil,Unknown
paastest.sd.spawar.navy.mil,Unknown
tips.sd.spawar.navy.mil,Unknown
tipspart.sd.spawar.navy.mil,Unknown
tipssupport.sd.spawar.navy.mil,Unknown
spear.navy.mil,"Profile, Life in the Armed Forces"
stethem.navy.mil,USS Stethem (DDG-63)
stockdale.navy.mil,USS Stockdale (DDG-106)
stout.navy.mil,USS Stout (DDG-55)
submepp.navy.mil,Joint Fleet Maintenance Manual
acu2.surfor.navy.mil,Assault Craft Unit TWO
acu4.surfor.navy.mil,Assault Craft Unit Four
atg.surfor.navy.mil,Afloat Training Group
cds14.surfor.navy.mil,"Commander, Destroyer Squadron FOURTEEN"
cds2.surfor.navy.mil,"Commander, Destroyer Squadron TWO"
cnbg2.surfor.navy.mil,"Commander, Naval Beach Group TWO"
cnsl.surfor.navy.mil,"Commander, Naval Surface Forces, U.S. Atlantic Fleet (COMNAVSURFLANT)"
surfaceforces.surfor.navy.mil,"Commander, Naval Surface Forces"
tacron21.surfor.navy.mil,Tactical Air Control Squadron TWENTY ONE (VTC-21)
tacron22.surfor.navy.mil,Tactical Air Control Squadron TWENTY TWO (VTC-22)
tr.surfor.navy.mil,USS Theodore Roosevelt (CVN-71)
swrmc.navy.mil,"Southwest Regional Maintenance Center (SWRMC), San Diego"
tacamo.navy.mil,Strategic Communications Wing ONE
tarawa.navy.mil,USS Tarawa (LHA-1)
tips.navy.mil,Unknown
support.tips.navy.mil,Unknown
truman.navy.mil,USS Harry S. Truman (CVN-75)
ttgp.navy.mil,"Tactical Training Group Pacific, San Diego (TTGP)"
usno.navy.mil,"Observatory, Naval - Official Site"
aa.usno.navy.mil,Daylight Time (U.S. Naval Observatory)
mail.usno.navy.mil,Unknown
usspearlharbor.navy.mil,USS Pearl Harbor (LSD-52)
vandegrift.navy.mil,USS Vandegrift (FFG-48)
vapas.navy.mil,Unknown
support.vapas.navy.mil,Unknown
vaw120.navy.mil,Carrier Airborne Early Warning Squadron ONE TWO ZERO (VAW-120)
vaw125.navy.mil,Carrier Airborne Early Warning Squadron ONE TWO FIVE (VAW-125)
vaw126.navy.mil,Carrier Airborne Early Warning Squadron ONE TWO SIX (VAW-126)
vfa15.navy.mil,Strike Fighter Squadron FIFTEEN (VFA-15)
vfa25.navy.mil,Strike Figher Squadron Two FIve
vfa34.navy.mil,Strike Fighter Squadron THREE FOUR (VFA-34)
vicksburg.navy.mil,USS Vicksburg (CG-69)
vp16.navy.mil,Patrol Squadron SIXTEEN (VP-16)
vp26.navy.mil,Patrol Squadron TWENTY SIX (VP-26)
vp4.navy.mil,Patrol Squadron FOUR (VP-4)
vp47.navy.mil,Patrol Squadron FORTY SEVEN (VP-47)
vp9.navy.mil,Patrol Squadron NINE (VP-9)
vx9.navy.mil,Air Test and Evaluation Squadron NINE
wasp.navy.mil,USS Wasp (LHD-1)
weather.navy.mil,Naval Meteorology and Oceanography Operational Support Web
ng.mil,The National Guard
az.ng.mil,Arizona National Guard
co.ng.mil,Colorado National Guard
ct.ng.mil,Connecticut National Guard
dc.ng.mil,District of Columbia National Guard
education.ng.mil,Unknown
ftig.ng.mil,Fort Indiantown Gap (FTIG)
gu.ng.mil,Guam National Guard
hi.ng.mil,Hawaii National Guard
in.ng.mil,Indiana National Guard
atterburymuscatatuck.in.ng.mil,Unknown
campatterbury.in.ng.mil,Unknown
mutc.in.ng.mil,Unknown
